index_number,game_name,platform,console,release_year,rating,genre,publisher,developer,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count
57,Grand Theft Auto IV,PS3,PS3,2008,M,Action,Take-Two Interactive,Rockstar Toronto,4.76,3.76,0.44,1.62,10.57,90,40,6.6,2299
57,Grand Theft Auto IV,PS3,PS3,2008,M,Action,Take-Two Interactive,Rockstar North,4.76,3.76,0.44,1.62,10.57,98,64,7.5,2833
57,Grand Theft Auto IV,PS3,PS3,2008,M,Action,Take-Two Interactive,Rockstar North,4.76,3.76,0.44,1.62,10.57,98,86,7.9,2951
58,Super Mario All-Stars,SNES,SNES,1993,,Platform,Nintendo,,5.99,2.15,2.12,0.29,10.55,\N,\N,\N,\N
59,Pokemon FireRed/Pokemon LeafGreen,GBA,GBA,2004,,Role-Playing,Nintendo,,4.34,2.65,3.15,0.35,10.49,\N,\N,\N,\N
60,Super Mario 64,DS,DS,2004,,Platform,Nintendo,,5.08,3.11,1.25,0.98,10.42,\N,\N,\N,\N
60,Super Mario 64,DS,DS,2004,,Platform,Nintendo,,5.08,3.11,1.25,0.98,10.42,\N,\N,\N,\N
61,Just Dance 3,Wii,Wii,2011,E10+,Misc,Ubisoft,Ubisoft,6.05,3.15,0,1.07,10.26,75,5,6,7
61,Just Dance 3,Wii,Wii,2011,E10+,Misc,Ubisoft,Ubisoft,6.05,3.15,0,1.07,10.26,70,34,7.7,17
61,Just Dance 3,Wii,Wii,2011,E10+,Misc,Ubisoft,Ubisoft,6.05,3.15,0,1.07,10.26,74,15,7.8,16
62,Call of Duty: Ghosts,X360,X360,2013,,Shooter,Activision,,6.72,2.63,0.04,0.82,10.21,\N,\N,\N,\N
62,Call of Duty: Ghosts,X360,X360,2013,M,Shooter,Activision,Infinity Ward,6.72,2.63,0.04,0.82,10.21,78,7,4.3,700
62,Call of Duty: Ghosts,X360,X360,2013,M,Shooter,Activision,Infinity Ward,6.72,2.63,0.04,0.82,10.21,78,49,3.7,1564
62,Call of Duty: Ghosts,X360,X360,2013,M,Shooter,Activision,Infinity Ward,6.72,2.63,0.04,0.82,10.21,71,10,2.6,1047
62,Call of Duty: Ghosts,X360,X360,2013,M,Shooter,Activision,Infinity Ward,6.72,2.63,0.04,0.82,10.21,73,29,2.6,2117
63,Halo: Reach,X360,X360,2010,M,Shooter,Microsoft Game Studios,Bungie,7.03,1.98,0.08,0.78,9.88,91,99,7.9,2045
64,Mario Kart 64,N64,N64,1996,,Racing,Nintendo,,5.55,1.94,2.23,0.15,9.87,\N,\N,\N,\N
65,New Super Mario Bros. 2,3DS,3DS,2012,E,Platform,Nintendo,Nintendo,3.66,3.07,2.47,0.63,9.82,78,70,7.2,424
66,Halo 4,X360,X360,2012,M,Shooter,Microsoft Game Studios,343 Industries,6.63,2.36,0.04,0.73,9.76,87,87,7,3260
67,Final Fantasy VII,PS,PS,1997,T,Role-Playing,Sony Computer Entertainment,SquareSoft,3.01,2.47,3.28,0.96,9.72,92,20,9.2,1282
68,Call of Duty: Ghosts,PS3,PS3,2013,,Shooter,Activision,,4.09,3.73,0.38,1.38,9.59,\N,\N,\N,\N
68,Call of Duty: Ghosts,PS3,PS3,2013,M,Shooter,Activision,Infinity Ward,4.09,3.73,0.38,1.38,9.59,78,7,4.3,700
68,Call of Duty: Ghosts,PS3,PS3,2013,M,Shooter,Activision,Infinity Ward,4.09,3.73,0.38,1.38,9.59,78,49,3.7,1564
68,Call of Duty: Ghosts,PS3,PS3,2013,M,Shooter,Activision,Infinity Ward,4.09,3.73,0.38,1.38,9.59,71,10,2.6,1047
68,Call of Duty: Ghosts,PS3,PS3,2013,M,Shooter,Activision,Infinity Ward,4.09,3.73,0.38,1.38,9.59,73,29,2.6,2117
69,Just Dance 2,Wii,Wii,2010,E10+,Misc,Ubisoft,Ubisoft,5.84,2.89,0.01,0.78,9.52,74,24,7.3,24
70,Gran Turismo 2,PS,PS,1999,T,Racing,Sony Computer Entertainment,Polyphony Digital,3.88,3.42,1.69,0.5,9.49,93,23,9,135
71,Call of Duty 4: Modern Warfare,X360,X360,2007,T,Shooter,Activision,n-Space,5.91,2.38,0.13,0.9,9.32,75,22,6.9,36
71,Call of Duty 4: Modern Warfare,X360,X360,2007,M,Shooter,Activision,Infinity Ward,5.91,2.38,0.13,0.9,9.32,92,40,8.5,2360
71,Call of Duty 4: Modern Warfare,X360,X360,2007,M,Shooter,Activision,Infinity Ward,5.91,2.38,0.13,0.9,9.32,94,44,8.4,993
71,Call of Duty 4: Modern Warfare,X360,X360,2007,M,Shooter,Activision,Infinity Ward,5.91,2.38,0.13,0.9,9.32,94,70,8.4,1320
72,Donkey Kong Country,SNES,SNES,1994,E,Platform,Nintendo,Rare Ltd.,4.36,1.71,3,0.23,9.3,78,26,8.9,53
72,Donkey Kong Country,SNES,SNES,1994,,Platform,Nintendo,,4.36,1.71,3,0.23,9.3,\N,\N,\N,\N
72,Donkey Kong Country,SNES,SNES,1994,,Platform,Nintendo,,4.36,1.71,3,0.23,9.3,\N,\N,\N,\N
73,Minecraft,X360,X360,2013,,Misc,Microsoft Game Studios,,5.58,2.83,0.02,0.77,9.2,\N,\N,\N,\N
73,Minecraft,X360,X360,2013,,Misc,Microsoft Game Studios,,5.58,2.83,0.02,0.77,9.2,\N,\N,\N,\N
73,Minecraft,X360,X360,2013,,Misc,Microsoft Game Studios,,5.58,2.83,0.02,0.77,9.2,\N,\N,\N,\N
73,Minecraft,X360,X360,2013,,Misc,Microsoft Game Studios,,5.58,2.83,0.02,0.77,9.2,\N,\N,\N,\N
73,Minecraft,X360,X360,2013,,Misc,Microsoft Game Studios,,5.58,2.83,0.02,0.77,9.2,\N,\N,\N,\N
73,Minecraft,X360,X360,2013,,Misc,Microsoft Game Studios,,5.58,2.83,0.02,0.77,9.2,\N,\N,\N,\N
74,Animal Crossing: New Leaf,3DS,3DS,2012,E,Simulation,Nintendo,Nintendo,2.01,2.32,4.36,0.41,9.09,88,70,8.7,626
75,Mario Party DS,DS,DS,2007,E,Misc,Nintendo,Hudson Soft,4.46,1.88,1.98,0.7,9.02,72,27,7.8,85
76,The Elder Scrolls V: Skyrim,X360,X360,2011,,Role-Playing,Bethesda Softworks,,5.03,2.86,0.1,0.85,8.84,\N,\N,\N,\N
76,The Elder Scrolls V: Skyrim,X360,X360,2011,,Role-Playing,Bethesda Softworks,,5.03,2.86,0.1,0.85,8.84,\N,\N,\N,\N
76,The Elder Scrolls V: Skyrim,X360,X360,2011,M,Role-Playing,Bethesda Softworks,Bethesda Game Studios,5.03,2.86,0.1,0.85,8.84,94,32,8.1,9073
76,The Elder Scrolls V: Skyrim,X360,X360,2011,M,Role-Playing,Bethesda Softworks,Bethesda Game Studios,5.03,2.86,0.1,0.85,8.84,92,16,6.4,2527
76,The Elder Scrolls V: Skyrim,X360,X360,2011,M,Role-Playing,Bethesda Softworks,Bethesda Game Studios,5.03,2.86,0.1,0.85,8.84,96,89,8.4,3589
77,Super Mario Kart,SNES,SNES,1992,,Racing,Nintendo,,3.54,1.24,3.81,0.18,8.76,\N,\N,\N,\N
78,FIFA 16,PS4,PS4,2015,E,Sports,Electronic Arts,EA Sports,1.11,6.06,0.06,1.26,8.49,\N,\N,2.9,45
78,FIFA 16,PS4,PS4,2015,E,Sports,Electronic Arts,EA Sports,1.11,6.06,0.06,1.26,8.49,\N,\N,3.2,58
78,FIFA 16,PS4,PS4,2015,E,Sports,Electronic Arts,EA Sports,1.11,6.06,0.06,1.26,8.49,84,45,4.4,459
78,FIFA 16,PS4,PS4,2015,E,Sports,Electronic Arts,EA Sports,1.11,6.06,0.06,1.26,8.49,82,42,4.3,896
79,Wii Party,Wii,Wii,2010,E,Misc,Nintendo,Nd Cube,1.79,3.53,2.49,0.68,8.49,68,42,7.4,54
80,Halo 2,XB,XB,2004,M,Shooter,Microsoft Game Studios,Bungie Software,6.82,1.53,0.05,0.08,8.49,95,91,8.2,1218
81,Mario Party 8,Wii,Wii,2007,E,Misc,Nintendo,Hudson,3.81,2.3,1.58,0.73,8.42,62,41,6.3,190
82,Pokemon Black 2/Pokemon White 2,DS,DS,2012,,Role-Playing,Nintendo,,2.91,1.86,3.14,0.43,8.33,\N,\N,\N,\N
83,FIFA Soccer 13,PS3,PS3,2012,E,Action,Electronic Arts,Electronic Arts,1.06,5.05,0.13,2.01,8.24,\N,\N,1.6,21
83,FIFA Soccer 13,PS3,PS3,2012,E,Action,Electronic Arts,Electronic Arts,1.06,5.05,0.13,2.01,8.24,90,48,6.1,403
83,FIFA Soccer 13,PS3,PS3,2012,E,Action,Electronic Arts,Electronic Arts,1.06,5.05,0.13,2.01,8.24,88,37,6.6,348
84,The Sims 3,PC,PC,2009,E,Simulation,Electronic Arts,Exient Entertainment,0.98,6.42,0,0.71,8.11,73,9,6.4,20
84,The Sims 3,PC,PC,2009,T,Simulation,Electronic Arts,EA Games,0.98,6.42,0,0.71,8.11,52,29,3.3,31
84,The Sims 3,PC,PC,2009,T,Simulation,Electronic Arts,The Sims Studio,0.98,6.42,0,0.71,8.11,\N,\N,2.5,31
84,The Sims 3,PC,PC,2009,T,Simulation,Electronic Arts,The Sims Studio,0.98,6.42,0,0.71,8.11,78,39,6.4,55
84,The Sims 3,PC,PC,2009,T,Simulation,Electronic Arts,The Sims Studio,0.98,6.42,0,0.71,8.11,76,42,7.1,71
84,The Sims 3,PC,PC,2009,T,Simulation,Electronic Arts,The Sims Studio,0.98,6.42,0,0.71,8.11,86,75,7.6,886
85,GoldenEye 007,N64,N64,1997,,Shooter,Nintendo,,5.8,2.01,0.13,0.15,8.09,\N,\N,\N,\N
86,Mario & Sonic at the Olympic Games,Wii,Wii,2007,,Sports,Sega,,2.58,3.9,0.66,0.91,8.06,\N,\N,\N,\N
86,Mario & Sonic at the Olympic Games,Wii,Wii,2007,,Sports,Sega,,2.58,3.9,0.66,0.91,8.06,\N,\N,\N,\N
87,Final Fantasy X,PS2,PS2,2001,T,Role-Playing,Sony Computer Entertainment,SquareSoft,2.91,2.07,2.73,0.33,8.05,92,53,8.7,1056
88,Final Fantasy VIII,PS,PS,1999,T,Role-Playing,SquareSoft,SquareSoft,2.28,1.72,3.63,0.23,7.86,90,24,8.6,644
89,Pok̩mon Platinum Version,DS,DS,2008,E,Role-Playing,Nintendo,Game Freak,2.82,1.78,2.69,0.55,7.84,83,46,8.5,203
90,Pac-Man,2600,Atari2600,1982,,Puzzle,Atari,,7.28,0.45,0,0.08,7.81,\N,\N,\N,\N
90,Pac-Man,2600,Atari2600,1982,,Puzzle,Atari,,7.28,0.45,0,0.08,7.81,\N,\N,\N,\N
91,Grand Theft Auto: Liberty City Stories,PSP,PSP,2005,M,Action,Take-Two Interactive,Rockstar Leeds,2.9,2.83,0.24,1.75,7.72,78,49,7.8,112
91,Grand Theft Auto: Liberty City Stories,PSP,PSP,2005,M,Action,Take-Two Interactive,Rockstar Leeds,2.9,2.83,0.24,1.75,7.72,88,65,7.6,451
92,Super Mario Galaxy 2,Wii,Wii,2010,E,Platform,Nintendo,Nintendo EAD Tokyo,3.66,2.42,0.98,0.64,7.69,97,87,9.1,1854
93,Star Wars Battlefront (2015),PS4,PS4,2015,,Shooter,Electronic Arts,,2.93,3.29,0.22,1.23,7.67,\N,\N,\N,\N
93,Star Wars Battlefront (2015),PS4,PS4,2015,,Shooter,Electronic Arts,,2.93,3.29,0.22,1.23,7.67,\N,\N,\N,\N
94,Call of Duty: Advanced Warfare,PS4,PS4,2014,M,Shooter,Activision,High Moon Studios,2.8,3.3,0.14,1.37,7.6,\N,\N,4.9,221
94,Call of Duty: Advanced Warfare,PS4,PS4,2014,M,Shooter,Activision,High Moon Studios,2.8,3.3,0.14,1.37,7.6,\N,\N,4.8,207
94,Call of Duty: Advanced Warfare,PS4,PS4,2014,M,Shooter,Activision,Sledgehammer Games,2.8,3.3,0.14,1.37,7.6,81,53,5.4,898
94,Call of Duty: Advanced Warfare,PS4,PS4,2014,M,Shooter,Activision,Sledgehammer Games,2.8,3.3,0.14,1.37,7.6,83,39,5.7,1443
95,The Legend of Zelda: Ocarina of Time,N64,N64,1998,,Action,Nintendo,,4.1,1.89,1.45,0.16,7.6,\N,\N,\N,\N
95,The Legend of Zelda: Ocarina of Time,N64,N64,1998,,Action,Nintendo,,4.1,1.89,1.45,0.16,7.6,\N,\N,\N,\N
96,Crash Bandicoot 2: Cortex Strikes Back,PS,PS,1997,,Platform,Sony Computer Entertainment,,3.78,2.17,1.31,0.31,7.58,\N,\N,\N,\N
97,Super Mario Bros. 2,NES,NES,1988,,Platform,Nintendo,,5.39,1.18,0.7,0.19,7.46,\N,\N,\N,\N
98,Super Smash Bros. for Wii U and 3DS,3DS,3DS,2014,,Fighting,Nintendo,,3.24,1.35,2.42,0.43,7.45,\N,\N,\N,\N
98,Super Smash Bros. for Wii U and 3DS,3DS,3DS,2014,,Fighting,Nintendo,,3.24,1.35,2.42,0.43,7.45,\N,\N,\N,\N
99,Call of Duty: World at War,X360,X360,2008,T,Shooter,Activision,n-Space,4.79,1.9,0,0.69,7.37,75,12,7.8,20
99,Call of Duty: World at War,X360,X360,2008,M,Shooter,Activision,Exakt,4.79,1.9,0,0.69,7.37,83,19,7.6,78
99,Call of Duty: World at War,X360,X360,2008,M,Shooter,Activision,Treyarch,4.79,1.9,0,0.69,7.37,85,45,7.6,409
99,Call of Duty: World at War,X360,X360,2008,M,Shooter,Activision,Treyarch,4.79,1.9,0,0.69,7.37,84,84,7.6,580
100,Battlefield 3,X360,X360,2011,M,Shooter,Electronic Arts,EA DICE,4.46,2.13,0.06,0.69,7.34,89,61,7.5,4926
100,Battlefield 3,X360,X360,2011,M,Shooter,Electronic Arts,EA DICE,4.46,2.13,0.06,0.69,7.34,85,38,7.5,1761
100,Battlefield 3,X360,X360,2011,M,Shooter,Electronic Arts,EA DICE,4.46,2.13,0.06,0.69,7.34,84,57,7.4,2142
101,The Legend of Zelda: Twilight Princess,Wii,Wii,2006,T,Action,Nintendo,Nintendo,3.83,2.19,0.6,0.7,7.31,96,16,9.2,568
101,The Legend of Zelda: Twilight Princess,Wii,Wii,2006,T,Action,Nintendo,Nintendo,3.83,2.19,0.6,0.7,7.31,95,73,9,1658
102,Call of Duty: Black Ops 3,XOne,XOne,2015,,Shooter,Activision,,4.52,2.09,0.01,0.67,7.3,\N,\N,\N,\N
102,Call of Duty: Black Ops 3,XOne,XOne,2015,,Shooter,Activision,,4.52,2.09,0.01,0.67,7.3,\N,\N,\N,\N
102,Call of Duty: Black Ops 3,XOne,XOne,2015,,Shooter,Activision,,4.52,2.09,0.01,0.67,7.3,\N,\N,\N,\N
102,Call of Duty: Black Ops 3,XOne,XOne,2015,,Shooter,Activision,,4.52,2.09,0.01,0.67,7.3,\N,\N,\N,\N
103,Just Dance,Wii,Wii,2009,E10+,Misc,Ubisoft,Ubisoft Paris,3.51,3.03,0,0.73,7.27,49,21,8,110
104,Battlefield 3,PS3,PS3,2011,M,Shooter,Electronic Arts,EA DICE,2.85,2.93,0.35,1.1,7.23,89,61,7.5,4926
104,Battlefield 3,PS3,PS3,2011,M,Shooter,Electronic Arts,EA DICE,2.85,2.93,0.35,1.1,7.23,85,38,7.5,1761
104,Battlefield 3,PS3,PS3,2011,M,Shooter,Electronic Arts,EA DICE,2.85,2.93,0.35,1.1,7.23,84,57,7.4,2142
105,Need for Speed Underground,PS2,PS2,2003,E,Racing,Electronic Arts,Electronic Arts,3.27,2.83,0.08,1.02,7.2,83,24,9,45
105,Need for Speed Underground,PS2,PS2,2003,E,Racing,Electronic Arts,Electronic Arts,3.27,2.83,0.08,1.02,7.2,83,25,8.7,35
105,Need for Speed Underground,PS2,PS2,2003,E,Racing,Electronic Arts,EA Black Box,3.27,2.83,0.08,1.02,7.2,85,33,8.6,171
106,Tekken 3,PS,PS,1998,T,Fighting,Sony Computer Entertainment,Namco,3.27,2.22,1.4,0.29,7.16,96,15,9.1,367
107,Crash Bandicoot 3: Warped,PS,PS,1998,E,Platform,Sony Computer Entertainment,Naughty Dog,3.68,1.75,1.42,0.28,7.13,91,12,8.9,432
108,Super Smash Bros. Melee,GC,GC,2001,T,Fighting,Nintendo,HAL Labs,4.41,1.04,1.39,0.22,7.07,92,38,9.1,568
109,Mario Kart 8,WiiU,WiiU,2014,E,Racing,Nintendo,Nintendo,3.13,2.07,1.27,0.49,6.96,88,82,9.1,1599
110,Fallout 4,PS4,PS4,2015,M,Role-Playing,Bethesda Softworks,Bethesda Game Studios,2.47,3.15,0.24,1.1,6.96,84,38,5.4,7512
110,Fallout 4,PS4,PS4,2015,M,Role-Playing,Bethesda Softworks,Bethesda Game Studios,2.47,3.15,0.24,1.1,6.96,88,39,6.2,1749
110,Fallout 4,PS4,PS4,2015,M,Role-Playing,Bethesda Softworks,Bethesda Game Studios,2.47,3.15,0.24,1.1,6.96,87,58,6.5,4228
111,Mario Kart: Double Dash!!,GC,GC,2003,,Racing,Nintendo,,4.12,1.77,0.87,0.19,6.95,\N,\N,\N,\N
112,Just Dance 4,Wii,Wii,2012,E10+,Misc,Ubisoft,Ubisoft,4.14,2.21,0,0.56,6.91,77,23,7.7,36
112,Just Dance 4,Wii,Wii,2012,E10+,Misc,Ubisoft,Ubisoft,4.14,2.21,0,0.56,6.91,74,10,7.3,28
113,FIFA 14,PS3,PS3,2013,E,Sports,Electronic Arts,EA Canada,0.78,4.32,0.07,1.73,6.9,88,22,5.8,328
113,FIFA 14,PS3,PS3,2013,E,Sports,Electronic Arts,EA Canada,0.78,4.32,0.07,1.73,6.9,87,26,6.3,616
113,FIFA 14,PS3,PS3,2013,E,Sports,Electronic Arts,EA Canada,0.78,4.32,0.07,1.73,6.9,84,41,4.2,435
113,FIFA 14,PS3,PS3,2013,E,Sports,Electronic Arts,EA Canada,0.78,4.32,0.07,1.73,6.9,86,37,4.3,576
114,Need for Speed Underground 2,PS2,PS2,2004,,Racing,Electronic Arts,,2.71,3.02,0.08,1.09,6.9,\N,\N,\N,\N
114,Need for Speed Underground 2,PS2,PS2,2004,E,Racing,Electronic Arts,EA Canada,2.71,3.02,0.08,1.09,6.9,77,35,8.7,27
114,Need for Speed Underground 2,PS2,PS2,2004,E,Racing,Electronic Arts,EA Canada,2.71,3.02,0.08,1.09,6.9,82,39,8.6,132
115,Medal of Honor: Frontline,PS2,PS2,2002,T,Shooter,Electronic Arts,EA LA,2.93,2.75,0.17,0.99,6.83,81,18,6.9,23
115,Medal of Honor: Frontline,PS2,PS2,2002,T,Shooter,Electronic Arts,EA LA,2.93,2.75,0.17,0.99,6.83,88,29,8.5,135
116,Uncharted 3: Drake's Deception,PS3,PS3,2011,T,Action,Sony Computer Entertainment,Naughty Dog,2.77,2.8,0.19,1.06,6.83,92,97,8.3,3712
117,Crash Bandicoot,PS,PS,1996,,Platform,Sony Computer Entertainment,,3.23,2.35,0.94,0.3,6.82,\N,\N,\N,\N
118,Zumba Fitness,Wii,Wii,2010,E,Sports,505 Games,Pipeworks Software,,,,,,,,,
118,Zumba Fitness,Wii,Wii,2010,E,Sports,505 Games,Pipeworks Software,,,,,,,,,
119,Gears of War 2,X360,X360,2008,M,Shooter,Microsoft Game Studios,Epic Games,4.15,1.92,0.06,0.64,6.76,93,90,7.7,2739
120,Uncharted 2: Among Thieves,PS3,PS3,2009,T,Action,Sony Computer Entertainment,Naughty Dog,3.27,2.25,0.21,1,6.73,96,105,8.8,5187
121,Call of Duty 4: Modern Warfare,PS3,PS3,2007,T,Shooter,Activision,n-Space,3.1,2.3,0.28,1.04,6.72,75,22,6.9,36
121,Call of Duty 4: Modern Warfare,PS3,PS3,2007,M,Shooter,Activision,Infinity Ward,3.1,2.3,0.28,1.04,6.72,92,40,8.5,2360
121,Call of Duty 4: Modern Warfare,PS3,PS3,2007,M,Shooter,Activision,Infinity Ward,3.1,2.3,0.28,1.04,6.72,94,44,8.4,993
121,Call of Duty 4: Modern Warfare,PS3,PS3,2007,M,Shooter,Activision,Infinity Ward,3.1,2.3,0.28,1.04,6.72,94,70,8.4,1320
122,FIFA 12,PS3,PS3,2011,,Sports,Electronic Arts,,0.84,4.32,0.11,1.42,6.69,\N,\N,\N,\N
122,FIFA 12,PS3,PS3,2011,,Sports,Electronic Arts,,0.84,4.32,0.11,1.42,6.69,\N,\N,\N,\N
122,FIFA 12,PS3,PS3,2011,,Sports,Electronic Arts,,0.84,4.32,0.11,1.42,6.69,\N,\N,\N,\N
123,Big Brain Academy,DS,DS,2005,E,Misc,Nintendo,Nintendo,1.67,2.78,1.6,0.62,6.67,74,45,7.4,27
124,Red Dead Redemption,PS3,PS3,2010,M,Action,Take-Two Interactive,Rockstar San Diego,2.79,2.61,0.17,1.03,6.6,95,96,9,2316
124,Red Dead Redemption,PS3,PS3,2010,M,Action,Take-Two Interactive,Rockstar San Diego,2.79,2.61,0.17,1.03,6.6,95,73,8.8,2456
125,FIFA 15,PS4,PS4,2014,E,Sports,Electronic Arts,EA Sports,0.79,4.29,0.05,1.47,6.59,82,33,5.4,347
125,FIFA 15,PS4,PS4,2014,E,Sports,Electronic Arts,EA Sports,0.79,4.29,0.05,1.47,6.59,\N,\N,4.2,85
125,FIFA 15,PS4,PS4,2014,E,Sports,Electronic Arts,EA Sports,0.79,4.29,0.05,1.47,6.59,\N,\N,4.5,109
125,FIFA 15,PS4,PS4,2014,E,Sports,Electronic Arts,EA Sports,0.79,4.29,0.05,1.47,6.59,82,47,5.7,988
126,Donkey Kong Country Returns,Wii,Wii,2010,,Platform,Nintendo,,3.25,1.84,1.03,0.47,6.59,\N,\N,\N,\N
126,Donkey Kong Country Returns,Wii,Wii,2010,E,Platform,Nintendo,Retro Studios,3.25,1.84,1.03,0.47,6.59,87,77,8.6,368
127,The Elder Scrolls V: Skyrim,PS3,PS3,2011,,Role-Playing,Bethesda Softworks,,2.55,2.71,0.25,1.05,6.56,\N,\N,\N,\N
127,The Elder Scrolls V: Skyrim,PS3,PS3,2011,,Role-Playing,Bethesda Softworks,,2.55,2.71,0.25,1.05,6.56,\N,\N,\N,\N
127,The Elder Scrolls V: Skyrim,PS3,PS3,2011,M,Role-Playing,Bethesda Softworks,Bethesda Game Studios,2.55,2.71,0.25,1.05,6.56,94,32,8.1,9073
127,The Elder Scrolls V: Skyrim,PS3,PS3,2011,M,Role-Playing,Bethesda Softworks,Bethesda Game Studios,2.55,2.71,0.25,1.05,6.56,92,16,6.4,2527
127,The Elder Scrolls V: Skyrim,PS3,PS3,2011,M,Role-Playing,Bethesda Softworks,Bethesda Game Studios,2.55,2.71,0.25,1.05,6.56,96,89,8.4,3589
128,The Legend of Zelda,NES,NES,1986,,Action,Nintendo,,3.74,0.93,1.69,0.14,6.51,\N,\N,\N,\N
129,Assassin's Creed III,PS3,PS3,2012,M,Action,Ubisoft,Ubisoft,2.64,2.56,0.16,1.14,6.5,80,21,6.2,1489
129,Assassin's Creed III,PS3,PS3,2012,M,Action,Ubisoft,Ubisoft,2.64,2.56,0.16,1.14,6.5,84,61,6.7,1196
129,Assassin's Creed III,PS3,PS3,2012,M,Action,Ubisoft,Ubisoft,2.64,2.56,0.16,1.14,6.5,85,41,6.9,1307
130,Halo: Combat Evolved,XB,XB,2001,M,Shooter,Microsoft Game Studios,Bungie Software,4.98,1.3,0.08,0.07,6.43,97,68,8.6,1283
131,Pok̩mon Emerald Version,GBA,GBA,2004,E,Role-Playing,Nintendo,Game Freak,2.57,1.58,2.06,0.21,6.41,76,28,9,222
132,Kingdom Hearts,PS2,PS2,2002,,Role-Playing,Sony Computer Entertainment,,3.64,1.2,1.49,0.07,6.4,\N,\N,\N,\N
132,Kingdom Hearts,PS2,PS2,2002,E,Role-Playing,Sony Computer Entertainment,SquareSoft,3.64,1.2,1.49,0.07,6.4,85,46,8.8,597
133,Pok̩mon Crystal Version,GB,GB,2000,,Role-Playing,Nintendo,,2.55,1.56,1.29,0.99,6.39,\N,\N,\N,\N
134,Halo 3: ODST,X360,X360,2009,M,Shooter,Microsoft Game Studios,Bungie Software,,,,,,,,,
135,Red Dead Redemption,X360,X360,2010,M,Action,Take-Two Interactive,Rockstar San Diego,3.7,1.97,0.09,0.57,6.34,95,96,9,2316
135,Red Dead Redemption,X360,X360,2010,M,Action,Take-Two Interactive,Rockstar San Diego,3.7,1.97,0.09,0.57,6.34,95,73,8.8,2456
136,Super Mario Sunshine,GC,GC,2002,E,Platform,Nintendo,Nintendo,4.01,1.26,0.87,0.17,6.31,92,61,8.6,439
137,Street Fighter II: The World Warrior,SNES,SNES,1992,,Fighting,Capcom,,2.47,0.83,2.87,0.12,6.3,\N,\N,\N,\N
138,World of Warcraft,PC,PC,2004,T,Role-Playing,Activision,Blizzard Entertainment,0.07,6.21,0,0,6.28,93,57,7.3,2182
139,Driver,PS,PS,1999,T,Action,GT Interactive,Reflections Interactive,3.11,2.8,0.02,0.33,6.27,87,22,8.1,78
140,Kinect Sports,X360,X360,2010,E10+,Sports,Microsoft Game Studios,Rare Ltd.,3.92,1.78,0.03,0.51,6.24,73,51,7.4,95
141,Gears of War 3,X360,X360,2011,M,Shooter,Microsoft Game Studios,Epic Games,4.05,1.62,0.07,0.49,6.24,91,96,7.8,1504
142,Gears of War,X360,X360,2006,M,Shooter,Microsoft Game Studios,Epic Games,3.54,1.9,0.07,0.6,6.11,94,88,8.3,2295
143,Metal Gear Solid 2: Sons of Liberty,PS2,PS2,2001,M,Action,Konami Digital Entertainment,KCEJ,2.45,2.01,0.87,0.72,6.05,96,42,8.7,1026
144,Sonic the Hedgehog 2,GEN,GEN,1992,,Platform,Sega,,4.47,1.2,0.16,0.19,6.03,\N,\N,\N,\N
145,Metal Gear Solid 4: Guns of the Patriots,PS3,PS3,2008,M,Action,Konami Digital Entertainment,Kojima Productions,2.63,1.74,0.83,0.83,6.03,94,82,8.7,3558
146,Metal Gear Solid,PS,PS,1998,M,Action,Konami Digital Entertainment,KCEJ,3.18,1.83,0.78,0.24,6.03,94,20,9.4,918
147,The Last of Us,PS3,PS3,2013,,Action,Sony Computer Entertainment Europe,,2.41,2.28,0.28,1.01,5.99,\N,\N,\N,\N
147,The Last of Us,PS3,PS3,2013,M,Action,Sony Computer Entertainment Europe,Naughty Dog,2.41,2.28,0.28,1.01,5.99,95,98,9.1,8003
148,Final Fantasy XII,PS2,PS2,2006,T,Role-Playing,Square Enix,Square Enix,1.88,0,2.33,1.74,5.95,92,64,7.6,972
149,LittleBigPlanet,PS3,PS3,2008,E10+,Platform,Sony Computer Entertainment,SCE/WWS,,,,,,,,,
149,LittleBigPlanet,PS3,PS3,2008,E,Platform,Sony Computer Entertainment,SCE/WWS,,,,,,,,,
150,Dragon Quest IX: Sentinels of the Starry Skies,DS,DS,2009,E10+,Role-Playing,Nintendo,Level 5,0.66,0.69,4.35,0.15,5.84,87,65,8.8,197
151,LEGO Star Wars: The Complete Saga,Wii,Wii,2007,E10+,Action,LucasArts,Traveller's Tales,3.66,1.63,0,0.53,5.83,80,18,6.7,87
151,LEGO Star Wars: The Complete Saga,Wii,Wii,2007,E10+,Action,LucasArts,Traveller's Tales,3.66,1.63,0,0.53,5.83,80,24,7.4,114
151,LEGO Star Wars: The Complete Saga,Wii,Wii,2007,E,Action,LucasArts,TT Fusion,3.66,1.63,0,0.53,5.83,80,9,5.4,46
151,LEGO Star Wars: The Complete Saga,Wii,Wii,2007,E10+,Action,LucasArts,Traveller's Tales,3.66,1.63,0,0.53,5.83,80,17,8.9,62
152,Resident Evil 2,PS,PS,1998,M,Action,Virgin Interactive,Capcom,1.88,1.47,2.02,0.45,5.82,89,13,9.2,364
153,Tekken 2,PS,PS,1996,T,Fighting,Sony Computer Entertainment,Namco,2.26,1.89,1.36,0.23,5.74,89,8,8.9,102
